MSFT,IBM,SBUX,AAPL,GSPC,Date
0.26014161611074044,0.13977668911189906,0.21507964928091727,0.006157227748247724,0.5088874482760588,2007-01-03
0.2592199920494816,0.14602976325547173,0.21538603285780797,0.008202304115218067,0.5100839014960756,2007-01-04
0.2560865483721993,0.14067857711045054,0.2142370860852085,0.007531598850385769,0.5041497310289973,2007-01-05
0.2614318576249155,0.14957720972093,0.21324134781957327,0.007993395917975227,0.5063019873988149,2007-01-08
0.26198479529414237,0.1566119026974947,0.21209243448401158,0.01579988228604425,0.5058000373197908,2007-01-09
0.2564551888048207,0.14951706787464228,0.2112498712883028,0.02067067534600706,0.5076841119723848,2007-01-10
0.2756245142808413,0.14807406305667747,0.21936898592034884,0.019351280085248713,0.5138520494260225,2007-01-11
0.28502479935327757,0.15222271007977267,0.2200583573276123,0.018053866850257446,0.5186035321527772,2007-01-12
0.2841032212514293,0.16112133542674412,0.22250939250569987,0.020780627028766454,0.5194080786796891,2007-01-16
0.28299732293327023,0.15631125883762828,0.22304555540599913,0.018416690781793862,0.518527904185143,2007-01-17
0.28115409779045764,0.15288409606474543,0.2190626023434582,0.011951614943389435,0.515605516019078,2007-01-18
0.28318164314958094,0.1331628655797122,0.21730092185411518,0.011324898662445685,0.5184453931338521,2007-01-19
0.2759931317337574,0.1388146955845999,0.21538603285780797,0.009444741508829634,0.513253822816014,2007-01-22
0.27636177216637886,0.1386343281538008,0.21278178917275617,0.00824628478832183,0.5167194581878037,2007-01-23
0.2828129797372542,0.14055835152593923,0.21155627158371237,0.009345793305130972,0.5250671843458868,2007-01-24
0.27101650887307316,0.14121973751091188,0.2052754584130103,0.008851010732713698,0.513907112720037,2007-01-25
0.27378131211773404,0.14085895180475766,0.20458608700574688,0.007894439403491766,0.5127244256673341,2007-01-26
0.272491070603559,0.14741267707170483,0.20979457437585047,0.008510160516159583,0.5116516967355781,2007-01-29
0.27156944654230003,0.1524031210916198,0.20979457437585047,0.008081357264182739,0.517290153150805,2007-01-30
0.2785736377418128,0.1510803491216745,0.212705184919274,0.008279270293149645,0.5237675708236079,2007-01-31
0.27304400827278585,0.15017845385961492,0.20864562760325106,0.007190756944616437,0.5290622168663566,2007-02-01
0.2662241832489944,0.1512005819696938,0.20757330180265257,0.00720175211289237,0.530746938575435,2007-02-02
0.25553361070297237,0.15847579148685342,0.20565842952486418,0.006311151793326083,0.5297842523419773,2007-02-05
0.25369040853986513,0.1552891307275494,0.20297756486781146,0.006542050327120804,0.5304787561705908,2007-02-06
0.25110992551151506,0.15522885087460953,0.20297756486781146,0.008741059049954305,0.5318677638278178,2007-02-07
