MSFT,IBM,SBUX,AAPL,GSPC,Date
27.015921,85.310097,8.842228,21.120127,1373.199951,2008-01-16
35.64925,167.697329,39.200543,71.275573,1770.48999,2013-11-06
22.77894,96.539869,7.811398,18.920004,1315.219971,2008-03-28
28.524236,185.523898,25.458271,79.709826,1402.890015,2012-03-21
20.505874,113.131189,11.746579,34.848741,1109.550049,2010-09-10
15.639786,84.802785,5.12666,15.214324,815.549988,2009-04-07
25.405606,110.855933,9.895965,25.575941,1105.97998,2009-12-04
26.20218,113.251641,10.876399,26.737522,1120.589966,2009-12-23
28.089078,92.084204,10.468649,25.130094,1507.339966,2007-12-06
23.995013,104.157226,7.62814,23.813724,1409.339966,2008-05-01
21.339865,114.368659,11.330362,33.480775,1094.160034,2010-08-18
32.340104,192.582573,30.657579,60.130471,1648.359985,2013-05-29
24.613266,87.251245,13.533649,14.200918,1491.469971,2007-05-10
23.837061,87.793024,11.806437,15.829512,1492.890015,2007-06-26
44.902536,162.271193,52.48236,125.800973,2096.290039,2015-06-16
32.07122,187.043698,31.997012,57.164151,1628.930054,2013-06-19
45.754929,157.554016,57.396697,119.589801,2103.840088,2015-07-31
16.106645,88.560596,6.418633,17.074441,907.390015,2009-05-07
54.16341,136.852125,61.568795,120.406641,2099.199951,2015-11-06
35.885649,174.337912,35.125653,72.631314,1854.290039,2014-02-27
41.59877,183.615647,38.531813,95.097428,1970.069946,2014-07-30
22.12333,100.514161,7.298275,22.088553,1274.97998,2008-09-03
22.666133,104.794974,7.142505,23.108574,1281.660034,2008-08-27
22.916739,150.450938,18.399439,50.79335,1198.619995,2011-09-07
31.895057,187.284513,31.606743,58.116889,1626.72998,2013-06-14
29.292987,185.551088,24.923651,78.000533,1394.280029,2012-03-14
24.34099,111.351752,10.706885,28.966751,1138.699951,2010-03-05
23.324811,156.074932,18.52148,47.365498,1317.719971,2011-07-13
22.555092,152.046419,16.879523,46.321662,1363.609985,2011-04-29
34.883604,171.328482,39.07473,71.151056,1767.689941,2013-11-12
20.97193,78.320187,5.37864,14.587229,1003.349976,2008-10-13
28.249489,188.275668,24.330289,93.018502,1460.150024,2012-09-21
41.507336,158.56187,47.772715,124.600252,2097.290039,2015-04-21
27.316594,188.211692,24.315997,90.524599,1447.150024,2012-09-27
21.213929,146.942496,16.504613,43.981303,1287.869995,2011-06-14
18.499327,92.790512,6.858454,19.031134,939.140015,2009-06-08
38.359541,185.037006,35.266759,72.996073,1872.180054,2014-04-09
41.137429,158.43639,47.545555,124.472613,2106.629883,2015-04-15
47.111912,137.924199,60.485852,112.673677,2030.77002,2015-10-20
23.983248,155.684489,19.329273,54.45802,1204.089966,2011-09-19
24.827494,104.780769,8.269545,22.247311,1388.170044,2008-04-21
40.911501,179.02525,37.594158,93.140248,1925.150024,2014-08-01
20.669234,110.399921,10.553422,31.742372,1051.869995,2010-08-24
22.511584,151.213252,17.033397,45.862588,1340.199951,2011-05-06
52.910909,133.654788,61.668468,115.483359,2075.0,2015-11-11
22.01087,100.911028,7.156249,23.109897,1284.910034,2008-07-01
30.82194,166.364054,36.494726,65.423286,1655.449951,2013-10-08
25.697449,194.108753,27.985515,57.517253,1552.47998,2013-03-12
19.606772,87.818209,6.134582,18.524432,896.419983,2009-07-02
23.162611,130.11213,14.09127,42.074883,1218.709961,2010-11-10
38.293192,184.811162,34.444451,71.439304,1862.310059,2014-04-16
22.1113,143.837083,17.196598,46.362677,1310.189941,2011-03-28
54.806496,136.396769,59.784625,109.893688,2043.410034,2015-12-15
22.819783,159.029643,17.868776,50.041895,1144.030029,2011-10-05
20.48008,108.526037,10.761531,31.788676,1047.219971,2010-08-26
27.263842,183.379478,25.71674,75.169344,1363.719971,2012-05-08
14.222534,79.44411,5.112915,13.440202,768.539978,2009-03-20
45.039702,162.417094,52.145489,125.377036,2094.110107,2015-06-12
52.772835,134.100235,61.977459,116.139793,2081.719971,2015-11-10
25.688202,171.601977,25.579117,74.6547,1278.180054,2012-06-04
54.955424,136.535353,59.794594,106.651287,2038.969971,2015-12-22
20.781917,111.702628,11.225084,34.221646,1060.27002,2010-07-07
20.64344,111.690424,11.482975,34.803758,1104.180054,2010-09-09
31.848695,177.188568,32.825722,57.07631,1652.319946,2013-07-09
24.458827,85.359193,12.896825,16.357383,1517.380005,2007-06-06
36.312182,174.243807,34.527168,72.434475,1859.449951,2014-02-28
24.448006,82.2563,15.833545,11.318134,1428.819946,2007-01-30
45.176868,157.301126,56.03931,123.39538,2102.149902,2015-07-23
26.414034,115.264033,10.908469,27.995679,1127.780029,2009-12-28
19.715837,91.789148,6.464448,17.976716,918.369995,2009-06-18
16.121161,73.206273,4.393625,11.729582,870.26001,2009-01-12
32.303015,188.933209,31.520017,59.137194,1626.130005,2013-06-11
23.660389,102.539382,7.174575,22.787089,1396.369995,2008-04-28
39.393786,176.252093,36.715103,90.785823,1951.27002,2014-06-09
17.517729,71.634703,4.673095,12.684777,919.210022,2008-11-10
26.767917,179.993674,25.484203,74.256482,1315.98999,2012-05-21
21.646322,87.858589,6.258282,12.842212,1099.22998,2008-10-03
27.609409,85.805357,10.477812,21.690334,1433.27002,2007-11-19
35.599742,165.348303,34.474567,68.495256,1782.589966,2014-01-31
20.236,92.557438,6.606473,19.431999,932.679993,2009-07-15
20.875582,111.787654,10.951141,32.518963,1067.359985,2010-08-23
22.682582,105.822708,7.564,23.203828,1278.599976,2008-08-18
23.796686,87.726342,12.021765,16.145706,1503.349976,2007-06-29
31.074486,186.945486,30.002316,61.850881,1617.5,2013-05-06
46.963977,146.338519,60.575269,110.653341,2033.660034,2015-10-19
24.637413,84.870462,14.317079,13.281444,1495.920044,2007-05-02
46.048857,152.742421,56.730322,114.842576,2091.540039,2015-08-14
24.119682,90.82698,12.06758,17.24246,1531.849976,2007-07-09
38.226842,176.812715,37.446601,72.773086,1872.01001,2014-03-20
23.053782,166.015959,21.691395,53.580881,1257.599976,2011-12-30
19.388639,89.130343,6.464448,18.822103,905.840027,2009-07-14
26.010496,195.519279,27.553344,62.011986,1556.890015,2013-03-22
20.708403,107.924967,6.441541,20.272094,1249.01001,2008-08-04
44.855345,182.111925,36.980747,98.988204,1985.540039,2014-09-12
24.375044,111.64927,10.574022,26.547011,1105.23999,2010-02-24
25.236123,110.821086,9.932617,25.960929,1109.23999,2009-12-02
37.91405,182.110515,34.605021,81.414463,1883.680054,2014-05-01
27.56876,81.986001,9.06672,22.846623,1401.02002,2008-01-11
52.419998,126.099998,57.630001,98.120003,1926.819946,2016-02-17
21.842966,127.75936,14.462182,41.674018,1189.400024,2010-11-26
24.224655,94.502297,12.699822,17.729317,1497.48999,2007-08-08
52.580002,134.369995,60.040001,100.529999,1978.349976,2016-03-01
22.172212,146.422005,17.369123,45.584762,1332.410034,2011-04-01
44.618404,155.958927,56.168111,123.454532,2114.149902,2015-07-22
24.381509,176.559117,26.134605,69.019068,1461.02002,2013-01-09
22.698563,169.266208,20.460913,50.133181,1215.75,2011-12-15
32.191755,188.738708,31.785014,58.915563,1636.359985,2013-06-13
43.63551,183.083041,38.127359,99.806124,2003.369995,2014-08-29
22.492721,154.875171,17.183142,49.429355,1199.380005,2011-08-05
24.144047,130.298567,14.921963,42.674196,1257.640015,2010-12-31
40.081054,172.390484,37.472067,88.005088,1962.609985,2014-06-23
35.847734,175.39182,35.792255,73.078655,1877.170044,2014-03-10
21.623594,116.657974,12.098051,37.542336,1139.780029,2010-09-21
25.209399,112.340577,11.462827,29.720851,1165.829956,2010-03-18
24.69769,132.37611,14.954473,45.56624,1285.959961,2011-01-12
22.285337,149.452588,17.191934,46.702683,1335.25,2011-04-25
22.076493,148.151225,16.963455,43.322456,1319.680054,2011-04-15
26.767917,180.685406,20.8382,81.45617,1390.98999,2012-08-03
26.804543,85.595502,10.16169,22.826778,1407.219971,2007-11-26
22.343501,75.471777,13.689418,11.299612,1387.170044,2007-03-02
46.362381,153.291605,57.366182,116.031017,2102.439941,2015-08-17
